file,stats
TCGA-A5-A1OG,"{1: {'mean_probability': 0.9814628075210401, 'mean_log_probability': -0.0284244521583575, 'perplexity': 1.0288322818401268, 'min_probability': 0.13267119228839874, 'chars': 1977, 'words': 276}, 2: {'mean_probability': 0.9802074287579149, 'mean_log_probability': -0.04304463105075249, 'perplexity': 1.0439844879355216, 'min_probability': 0.010629248805344105, 'chars': 1818, 'words': 204}, 3: {'mean_probability': 0.9920124840323946, 'mean_log_probability': -0.013293620229103112, 'perplexity': 1.0133823732454, 'min_probability': 0.1821991354227066, 'chars': 1559, 'words': 230}, 4: {'mean_probability': 0.9991403336116406, 'mean_log_probability': -0.0009528517372017217, 'perplexity': 1.0009533058446392, 'min_probability': 0.7770211100578308, 'chars': 2787, 'words': 462}, 5: {'mean_probability': 0.9993882222492018, 'mean_log_probability': -0.0007151937468109071, 'perplexity': 1.0007154495588402, 'min_probability': 0.6845433712005615, 'chars': 2168, 'words': 361}, 6: {'mean_probability': 0.9411049173959629, 'mean_log_probability': -0.140479957174317, 'perplexity': 1.1508260135285135, 'min_probability': 0.012277799658477306, 'chars': 808, 'words': 104}}"
TCGA-A5-A1OJ,"{1: {'mean_probability': 0.9837384281997328, 'mean_log_probability': -0.023633898701338963, 'perplexity': 1.0239153925095579, 'min_probability': 0.12702952325344086, 'chars': 2339, 'words': 316}, 2: {'mean_probability': 0.9812616670919038, 'mean_log_probability': -0.03238342296408167, 'perplexity': 1.0329134721340052, 'min_probability': 0.0376322865486145, 'chars': 1651, 'words': 248}, 3: {'mean_probability': 0.9928774509598245, 'mean_log_probability': -0.012401866769166771, 'perplexity': 1.0124790888211848, 'min_probability': 0.08402255922555923, 'chars': 1304, 'words': 190}, 4: {'mean_probability': 0.9970182300700495, 'mean_log_probability': -0.0049366297307494355, 'perplexity': 1.0049488349632716, 'min_probability': 0.19951018691062927, 'chars': 2665, 'words': 442}, 5: {'mean_probability': 0.9971516524407879, 'mean_log_probability': -0.004493512484257381, 'perplexity': 1.004503623450392, 'min_probability': 0.2155403047800064, 'chars': 2398, 'words': 409}, 6: {'mean_probability': 0.9953963554468278, 'mean_log_probability': -0.005820836646521902, 'perplexity': 1.0058378106344434, 'min_probability': 0.41690701246261597, 'chars': 1703, 'words': 287}, 7: {'mean_probability': 0.9541103928000316, 'mean_log_probability': -0.1093998260918005, 'perplexity': 1.1156083104930192, 'min_probability': 0.011580604128539562, 'chars': 1444, 'words': 185}}"
TCGA-A5-A1OK,"{1: {'mean_probability': 0.9802359501093626, 'mean_log_probability': -0.03522250943698715, 'perplexity': 1.0358501695968614, 'min_probability': 0.0287091713398695, 'chars': 2176, 'words': 272}, 2: {'mean_probability': 0.9924145673320799, 'mean_log_probability': -0.01566672503863517, 'perplexity': 1.01579009158328, 'min_probability': 0.05737040936946869, 'chars': 2329, 'words': 341}, 3: {'mean_probability': 0.987519938566468, 'mean_log_probability': -0.01688334864242605, 'perplexity': 1.0170266778626949, 'min_probability': 0.2929301857948303, 'chars': 1369, 'words': 210}, 4: {'mean_probability': 0.9797429859152307, 'mean_log_probability': -0.036289680628388214, 'perplexity': 1.0369561891075763, 'min_probability': 0.07511330395936966, 'chars': 1477, 'words': 235}, 5: {'mean_probability': 0.9988080249642426, 'mean_log_probability': -0.001284015757184015, 'perplexity': 1.001284840458355, 'min_probability': 0.7806192636489868, 'chars': 1844, 'words': 260}, 6: {'mean_probability': 0.9906501935329288, 'mean_log_probability': -0.015951196287869285, 'perplexity': 1.0160790957643338, 'min_probability': 0.13987575471401215, 'chars': 1682, 'words': 279}, 7: {'mean_probability': 0.9980789829037048, 'mean_log_probability': -0.004153589998936594, 'perplexity': 1.0041622281094587, 'min_probability': 0.06267774850130081, 'chars': 2892, 'words': 490}, 8: {'mean_probability': 0.9943730874440154, 'mean_log_probability': -0.010420700140773913, 'perplexity': 1.0104751847278717, 'min_probability': 0.07927044481039047, 'chars': 1857, 'words': 336}, 9: {'mean_probability': 0.9951806297669044, 'mean_log_probability': -0.007058012884209242, 'perplexity': 1.0070829793604859, 'min_probability': 0.2689339220523834, 'chars': 1637, 'words': 303}, 10: {'mean_probability': 0.9412523030052677, 'mean_log_probability': -0.11732046450637228, 'perplexity': 1.12447972779697, 'min_probability': 0.056647565215826035, 'chars': 864, 'words': 109}}"
TCGA-AJ-A23M,"{1: {'mean_probability': 0.9365606734839579, 'mean_log_probability': -0.14395421667220762, 'perplexity': 1.1548312352975763, 'min_probability': 0.0066955238580703735, 'chars': 1026, 'words': 123}, 2: {'mean_probability': 0.9818619467295684, 'mean_log_probability': -0.03728077182423283, 'perplexity': 1.037984416706572, 'min_probability': 0.10160475969314575, 'chars': 1102, 'words': 152}, 3: {'mean_probability': 0.9983627724617072, 'mean_log_probability': -0.0018994134706474264, 'perplexity': 1.0019012184990645, 'min_probability': 0.619723916053772, 'chars': 2870, 'words': 475}, 4: {'mean_probability': 0.9840990967857532, 'mean_log_probability': -0.03455404330041594, 'perplexity': 1.0351579702176223, 'min_probability': 0.051881201565265656, 'chars': 452, 'words': 74}}"
TCGA-AJ-A23O,"{1: {'mean_probability': 0.9650660176601467, 'mean_log_probability': -0.0696633754084196, 'perplexity': 1.0721472093851478, 'min_probability': 0.027386067435145378, 'chars': 2217, 'words': 320}, 2: {'mean_probability': 0.9952794610346117, 'mean_log_probability': -0.007373625213621757, 'perplexity': 1.0074008773291339, 'min_probability': 0.2448098361492157, 'chars': 2918, 'words': 490}, 3: {'mean_probability': 0.9861659485378552, 'mean_log_probability': -0.026478163019129388, 'perplexity': 1.0268318241099557, 'min_probability': 0.07074641436338425, 'chars': 599, 'words': 84}}"
TCGA-AP-A051,"{1: {'mean_probability': 0.9609159733914149, 'mean_log_probability': -0.0794587468021501, 'perplexity': 1.0827008937339604, 'min_probability': 0.02808939479291439, 'chars': 1623, 'words': 247}, 2: {'mean_probability': 0.9892819294562707, 'mean_log_probability': -0.013585107401737991, 'perplexity': 1.0136778042632595, 'min_probability': 0.5097491145133972, 'chars': 233, 'words': 40}}"
TCGA-AP-A052,"{1: {'mean_probability': 0.9776663808679243, 'mean_log_probability': -0.03917582910910073, 'perplexity': 1.0399533216416168, 'min_probability': 0.046259913593530655, 'chars': 1706, 'words': 238}}"
TCGA-AP-A054,"{1: {'mean_probability': 0.9729146131720791, 'mean_log_probability': -0.059458461507795234, 'perplexity': 1.0612616768540575, 'min_probability': 0.015520015731453896, 'chars': 1625, 'words': 239}}"
TCGA-AP-A056,"{1: {'mean_probability': 0.9307362322884619, 'mean_log_probability': -0.13186296697182476, 'perplexity': 1.1409519604521756, 'min_probability': 0.010219460353255272, 'chars': 1782, 'words': 267}, 2: {'mean_probability': 0.9896028175880957, 'mean_log_probability': -0.02125999208616375, 'perplexity': 1.021487595807366, 'min_probability': 0.01245938241481781, 'chars': 1698, 'words': 256}, 3: {'mean_probability': 0.973590191129757, 'mean_log_probability': -0.04690354601197659, 'perplexity': 1.0480209184073224, 'min_probability': 0.09633970260620117, 'chars': 666, 'words': 87}}"
TCGA-AP-A059,"{1: {'mean_probability': 0.9712328153650693, 'mean_log_probability': -0.06263440924551361, 'perplexity': 1.0646375464308628, 'min_probability': 0.011630534194409847, 'chars': 1996, 'words': 276}, 2: {'mean_probability': 0.9898490752492632, 'mean_log_probability': -0.014254003245633692, 'perplexity': 1.014356075954849, 'min_probability': 0.26912522315979004, 'chars': 654, 'words': 106}, 3: {'mean_probability': 0.987019201407307, 'mean_log_probability': -0.020923651927774106, 'perplexity': 1.0211440862788619, 'min_probability': 0.19420243799686432, 'chars': 553, 'words': 79}}"
TCGA-AP-A05A,"{1: {'mean_probability': 0.9627272858686576, 'mean_log_probability': -0.07113070663313185, 'perplexity': 1.0737215592268348, 'min_probability': 0.013179042376577854, 'chars': 1690, 'words': 242}, 2: {'mean_probability': 0.9640382434969599, 'mean_log_probability': -0.0741647916984127, 'perplexity': 1.0769842689404094, 'min_probability': 0.05012901499867439, 'chars': 850, 'words': 116}}"
TCGA-AP-A05D,"{1: {'mean_probability': 0.876089635193124, 'mean_log_probability': -0.26368585399351097, 'perplexity': 1.301719202173389, 'min_probability': 0.009280383586883545, 'chars': 3343, 'words': 479}, 2: {'mean_probability': 0.9897178950420035, 'mean_log_probability': -0.016574205845740653, 'perplexity': 1.0167123199844372, 'min_probability': 0.19406758248806, 'chars': 600, 'words': 100}}"
TCGA-AP-A05H,"{1: {'mean_probability': 0.973185357148309, 'mean_log_probability': -0.054512143906072175, 'perplexity': 1.0560253006079172, 'min_probability': 0.02994081936776638, 'chars': 1610, 'words': 202}, 2: {'mean_probability': 0.9939291360843704, 'mean_log_probability': -0.009993694716805425, 'perplexity': 1.010043798451902, 'min_probability': 0.2062785029411316, 'chars': 837, 'words': 122}, 3: {'mean_probability': 0.9998319611711017, 'mean_log_probability': -0.00017234666473752027, 'perplexity': 1.0001723615172773, 'min_probability': 0.9504285454750061, 'chars': 928, 'words': 140}}"
TCGA-AP-A05J,"{1: {'mean_probability': 0.9630704606368915, 'mean_log_probability': -0.07790666767561774, 'perplexity': 1.0810217596880487, 'min_probability': 0.047393497079610825, 'chars': 1577, 'words': 202}, 2: {'mean_probability': 0.9810979841923227, 'mean_log_probability': -0.030595577129053683, 'perplexity': 1.031068431900111, 'min_probability': 0.10158839821815491, 'chars': 1067, 'words': 124}}"
TCGA-AP-A05N,"{1: {'mean_probability': 0.931480630669505, 'mean_log_probability': -0.14752209722689869, 'perplexity': 1.1589588943244546, 'min_probability': 0.01571834832429886, 'chars': 1493, 'words': 185}, 2: {'mean_probability': 0.9858720750287846, 'mean_log_probability': -0.02196620621431672, 'perplexity': 1.0222092395667746, 'min_probability': 0.1848364621400833, 'chars': 1144, 'words': 118}}"
TCGA-AP-A05O,"{1: {'mean_probability': 0.9688233961419361, 'mean_log_probability': -0.05625917324348404, 'perplexity': 1.0578718202815007, 'min_probability': 0.053038887679576874, 'chars': 1661, 'words': 208}, 2: {'mean_probability': 0.9861384174440588, 'mean_log_probability': -0.02618365194610446, 'perplexity': 1.0265294552952884, 'min_probability': 0.03846364468336105, 'chars': 1638, 'words': 169}, 3: {'mean_probability': 0.9859704641167989, 'mean_log_probability': -0.019552341558225668, 'perplexity': 1.0197447404925264, 'min_probability': 0.24799099564552307, 'chars': 544, 'words': 84}}"
TCGA-AP-A05P,"{1: {'mean_probability': 0.9493266586786907, 'mean_log_probability': -0.10626559986523555, 'perplexity': 1.1121172154663548, 'min_probability': 0.014982465654611588, 'chars': 1653, 'words': 192}, 2: {'mean_probability': 0.9596292085945606, 'mean_log_probability': -0.07798258678075258, 'perplexity': 1.0811038330081024, 'min_probability': 0.062487732619047165, 'chars': 521, 'words': 70}}"
TCGA-AP-A0L8,"{1: {'mean_probability': 0.9633018449514077, 'mean_log_probability': -0.07502406516392048, 'perplexity': 1.077910090655531, 'min_probability': 0.034361112862825394, 'chars': 1977, 'words': 276}, 2: {'mean_probability': 0.9902025033699592, 'mean_log_probability': -0.021710794089297304, 'perplexity': 1.0219481882719346, 'min_probability': 0.0459015779197216, 'chars': 1046, 'words': 159}}"
TCGA-AP-A0L9,"{1: {'mean_probability': 0.957798040982868, 'mean_log_probability': -0.09466886681118421, 'perplexity': 1.0992947818644923, 'min_probability': 0.012416360899806023, 'chars': 1904, 'words': 257}, 2: {'mean_probability': 0.9741196953799836, 'mean_log_probability': -0.04731251705683818, 'perplexity': 1.0484496162738923, 'min_probability': 0.04212180897593498, 'chars': 675, 'words': 99}}"
TCGA-AP-A0LD,"{1: {'mean_probability': 0.9721005541166688, 'mean_log_probability': -0.05476858612143621, 'perplexity': 1.056296144801944, 'min_probability': 0.028735876083374023, 'chars': 1861, 'words': 281}, 2: {'mean_probability': 0.9856083958723841, 'mean_log_probability': -0.02206649864928616, 'perplexity': 1.0223117645616138, 'min_probability': 0.21231462061405182, 'chars': 898, 'words': 141}}"
TCGA-AP-A0LE,"{1: {'mean_probability': 0.9099913658819002, 'mean_log_probability': -0.1850115015496074, 'perplexity': 1.2032322790838577, 'min_probability': 0.0189522672444582, 'chars': 2320, 'words': 330}, 2: {'mean_probability': 0.9908551391542266, 'mean_log_probability': -0.011071107380947997, 'perplexity': 1.0111326188808254, 'min_probability': 0.5453330278396606, 'chars': 544, 'words': 89}}"
TCGA-AP-A0LF,"{1: {'mean_probability': 0.9644330699465794, 'mean_log_probability': -0.07517735088169916, 'perplexity': 1.0780753315416884, 'min_probability': 0.009733363054692745, 'chars': 1918, 'words': 271}, 2: {'mean_probability': 0.9926256487267701, 'mean_log_probability': -0.010650206432315555, 'perplexity': 1.0107071217546988, 'min_probability': 0.23444977402687073, 'chars': 1054, 'words': 166}}"
TCGA-AP-A0LG,"{1: {'mean_probability': 0.9602036907185498, 'mean_log_probability': -0.08132990390221734, 'perplexity': 1.084728693773091, 'min_probability': 0.01899867132306099, 'chars': 1849, 'words': 261}, 2: {'mean_probability': 0.9851067550480366, 'mean_log_probability': -0.024327765864288885, 'perplexity': 1.0246261003179504, 'min_probability': 0.17576095461845398, 'chars': 343, 'words': 58}}"
TCGA-AP-A0LH,"{1: {'mean_probability': 0.9634867232687997, 'mean_log_probability': -0.07332121860246674, 'perplexity': 1.0760761370780312, 'min_probability': 0.019348766654729843, 'chars': 1731, 'words': 253}, 2: {'mean_probability': 0.9905607008840889, 'mean_log_probability': -0.014145929853272676, 'perplexity': 1.0142464569762126, 'min_probability': 0.21609100699424744, 'chars': 676, 'words': 109}, 3: {'mean_probability': 0.9887715082933015, 'mean_log_probability': -0.01694978036581972, 'perplexity': 1.0170942429418501, 'min_probability': 0.1811613291501999, 'chars': 678, 'words': 109}}"
TCGA-AP-A0LI,"{1: {'mean_probability': 0.9724882641096221, 'mean_log_probability': -0.05609498816538247, 'perplexity': 1.0576981477716738, 'min_probability': 0.042861249297857285, 'chars': 1772, 'words': 259}, 2: {'mean_probability': 0.9868707124986787, 'mean_log_probability': -0.022019532665736596, 'perplexity': 1.0222637518115887, 'min_probability': 0.07222408056259155, 'chars': 755, 'words': 122}, 3: {'mean_probability': 0.9909810635107982, 'mean_log_probability': -0.010715069622863053, 'perplexity': 1.0107726815695113, 'min_probability': 0.6321027874946594, 'chars': 229, 'words': 32}}"
TCGA-AP-A0LJ,"{1: {'mean_probability': 0.9659663332133623, 'mean_log_probability': -0.07984757855425306, 'perplexity': 1.0831219640769287, 'min_probability': 0.008616563864052296, 'chars': 1815, 'words': 233}, 2: {'mean_probability': 0.9811680185395246, 'mean_log_probability': -0.03329804407002869, 'perplexity': 1.0338586287604479, 'min_probability': 0.05287330597639084, 'chars': 925, 'words': 153}}"
TCGA-AP-A0LL,"{1: {'mean_probability': 0.9264256739058875, 'mean_log_probability': -0.16356575767333875, 'perplexity': 1.177702795636968, 'min_probability': 0.02118455432355404, 'chars': 2158, 'words': 331}, 2: {'mean_probability': 0.9890103721001493, 'mean_log_probability': -0.013888785674834253, 'perplexity': 1.0139856829339997, 'min_probability': 0.45315974950790405, 'chars': 1001, 'words': 163}}"
TCGA-AP-A0LM,"{1: {'mean_probability': 0.9493710979052629, 'mean_log_probability': -0.1135835537114524, 'perplexity': 1.1202854889924998, 'min_probability': 0.00865841843187809, 'chars': 2097, 'words': 319}, 2: {'mean_probability': 0.9891068846585074, 'mean_log_probability': -0.019502905103201372, 'perplexity': 1.0196943291736156, 'min_probability': 0.05415728688240051, 'chars': 926, 'words': 146}, 3: {'mean_probability': 0.9771106968922861, 'mean_log_probability': -0.04114987640716849, 'perplexity': 1.0420082662979735, 'min_probability': 0.089683398604393, 'chars': 338, 'words': 56}}"
TCGA-AP-A0LN,"{1: {'mean_probability': 0.954191705265376, 'mean_log_probability': -0.09034000456069673, 'perplexity': 1.094546371204006, 'min_probability': 0.014291049912571907, 'chars': 1845, 'words': 270}, 2: {'mean_probability': 0.9791959544610498, 'mean_log_probability': -0.033313068065891384, 'perplexity': 1.033874161564891, 'min_probability': 0.07866906374692917, 'chars': 1209, 'words': 177}}"
TCGA-AP-A0LO,"{1: {'mean_probability': 0.9535065725009145, 'mean_log_probability': -0.08848719635714923, 'perplexity': 1.0925202642816578, 'min_probability': 0.022163864225149155, 'chars': 1807, 'words': 253}, 2: {'mean_probability': 0.9879608911602464, 'mean_log_probability': -0.01814055053456089, 'perplexity': 1.018306089797493, 'min_probability': 0.13591799139976501, 'chars': 1033, 'words': 169}}"
TCGA-AP-A0LP,"{1: {'mean_probability': 0.9706296241816528, 'mean_log_probability': -0.059759909896317596, 'perplexity': 1.0615816407002157, 'min_probability': 0.01939048059284687, 'chars': 1859, 'words': 267}, 2: {'mean_probability': 0.992153405332241, 'mean_log_probability': -0.009509447652651347, 'perplexity': 1.009554806113942, 'min_probability': 0.5555903911590576, 'chars': 858, 'words': 143}, 3: {'mean_probability': 0.9894733160314425, 'mean_log_probability': -0.012304441718033427, 'perplexity': 1.0123804527990725, 'min_probability': 0.606563150882721, 'chars': 218, 'words': 31}}"
TCGA-AP-A0LQ,"{1: {'mean_probability': 0.9609794224837119, 'mean_log_probability': -0.07474581339508066, 'perplexity': 1.0776102019903664, 'min_probability': 0.03960033506155014, 'chars': 1884, 'words': 261}, 2: {'mean_probability': 0.9923265589288919, 'mean_log_probability': -0.012929923405469232, 'perplexity': 1.0130138763097685, 'min_probability': 0.07759571075439453, 'chars': 1071, 'words': 171}}"
TCGA-AP-A0LS,"{1: {'mean_probability': 0.9607390237186337, 'mean_log_probability': -0.07939587244864216, 'perplexity': 1.0826328217552375, 'min_probability': 0.025155944749712944, 'chars': 1705, 'words': 242}, 2: {'mean_probability': 0.9666136436082504, 'mean_log_probability': -0.05291763144696309, 'perplexity': 1.0543427968520405, 'min_probability': 0.17549778521060944, 'chars': 282, 'words': 47}}"
TCGA-AP-A0LT,"{1: {'mean_probability': 0.9711093901359773, 'mean_log_probability': -0.05632229174062037, 'perplexity': 1.0579385936682555, 'min_probability': 0.019961683079600334, 'chars': 2266, 'words': 332}, 2: {'mean_probability': 0.9581278943173264, 'mean_log_probability': -0.07283683970220658, 'perplexity': 1.0755550347178398, 'min_probability': 0.10488241165876389, 'chars': 495, 'words': 68}}"
TCGA-AP-A0LV,"{1: {'mean_probability': 0.9627736832352141, 'mean_log_probability': -0.07606300313127158, 'perplexity': 1.0790305543194396, 'min_probability': 0.023050833493471146, 'chars': 1833, 'words': 250}, 2: {'mean_probability': 0.9930075107878537, 'mean_log_probability': -0.013216109713646585, 'perplexity': 1.0133038284993563, 'min_probability': 0.06593289226293564, 'chars': 1629, 'words': 244}, 3: {'mean_probability': 0.9738759316504002, 'mean_log_probability': -0.047841303921126434, 'perplexity': 1.049004169266093, 'min_probability': 0.1345767229795456, 'chars': 237, 'words': 34}}"
TCGA-AP-A1DH,"{1: {'mean_probability': 0.9659261922559635, 'mean_log_probability': -0.06029188837840842, 'perplexity': 1.0621465295310801, 'min_probability': 0.04092041775584221, 'chars': 1620, 'words': 232}, 2: {'mean_probability': 0.966788283916744, 'mean_log_probability': -0.05623293148405045, 'perplexity': 1.0578440602279193, 'min_probability': 0.10365820676088333, 'chars': 515, 'words': 85}}"
TCGA-AP-A1DK,"{1: {'mean_probability': 0.9787712511613894, 'mean_log_probability': -0.03676573641807306, 'perplexity': 1.0374499556259302, 'min_probability': 0.08875949680805206, 'chars': 1680, 'words': 247}, 2: {'mean_probability': 0.9814953183626184, 'mean_log_probability': -0.028362683639329863, 'perplexity': 1.028768734356387, 'min_probability': 0.15748099982738495, 'chars': 563, 'words': 93}}"
TCGA-AP-A1DM,"{1: {'mean_probability': 0.9658226228826199, 'mean_log_probability': -0.06973344760068852, 'perplexity': 1.0722223397227875, 'min_probability': 0.02162986434996128, 'chars': 1587, 'words': 232}, 2: {'mean_probability': 0.9663313115907698, 'mean_log_probability': -0.05659407010749279, 'perplexity': 1.0582261575665473, 'min_probability': 0.05280079320073128, 'chars': 1434, 'words': 218}, 3: {'mean_probability': 0.9898883054419508, 'mean_log_probability': -0.01606866005912082, 'perplexity': 1.0161984552568828, 'min_probability': 0.1480630785226822, 'chars': 577, 'words': 85}}"
TCGA-AP-A1DO,"{1: {'mean_probability': 0.9744648285348534, 'mean_log_probability': -0.04429757536221268, 'perplexity': 1.0452933621629616, 'min_probability': 0.03797149285674095, 'chars': 1820, 'words': 260}, 2: {'mean_probability': 0.9888939503772924, 'mean_log_probability': -0.0174747255355024, 'perplexity': 1.0176283018153434, 'min_probability': 0.07904909551143646, 'chars': 1847, 'words': 287}, 3: {'mean_probability': 0.9519080728748623, 'mean_log_probability': -0.0872126947668437, 'perplexity': 1.0911287324105428, 'min_probability': 0.06419532746076584, 'chars': 277, 'words': 45}, 4: {'mean_probability': 0.9877981219636767, 'mean_log_probability': -0.021834996004101683, 'perplexity': 1.0220751240764205, 'min_probability': 0.1633031666278839, 'chars': 571, 'words': 89}}"
TCGA-AP-A1DP,"{1: {'mean_probability': 0.9599166484257734, 'mean_log_probability': -0.09551459126973047, 'perplexity': 1.1002248755947381, 'min_probability': 0.01111510582268238, 'chars': 1827, 'words': 261}, 2: {'mean_probability': 0.9845978840728479, 'mean_log_probability': -0.02148094665656021, 'perplexity': 1.0217133230970825, 'min_probability': 0.29885733127593994, 'chars': 869, 'words': 138}}"
TCGA-AP-A1DQ,"{1: {'mean_probability': 0.952165545050114, 'mean_log_probability': -0.09574068895308575, 'perplexity': 1.1004736620142366, 'min_probability': 0.04263477772474289, 'chars': 1700, 'words': 247}, 2: {'mean_probability': 0.9898390565137292, 'mean_log_probability': -0.014173318848133389, 'perplexity': 1.0142742365476358, 'min_probability': 0.23330505192279816, 'chars': 826, 'words': 136}}"
TCGA-AP-A1DR,"{1: {'mean_probability': 0.9714367248775017, 'mean_log_probability': -0.0567180220205048, 'perplexity': 1.0583573348528468, 'min_probability': 0.017754536122083664, 'chars': 2015, 'words': 284}, 2: {'mean_probability': 0.9866665919146994, 'mean_log_probability': -0.021962718492940753, 'perplexity': 1.0222056743919763, 'min_probability': 0.07351834326982498, 'chars': 1988, 'words': 286}, 3: {'mean_probability': 0.9908931851387024, 'mean_log_probability': -0.010222588956561262, 'perplexity': 1.0102750181206843, 'min_probability': 0.763078510761261, 'chars': 186, 'words': 33}, 4: {'mean_probability': 0.9723232818146547, 'mean_log_probability': -0.05917170104899942, 'perplexity': 1.0609573925991318, 'min_probability': 0.06772322952747345, 'chars': 182, 'words': 24}}"
TCGA-AP-A1DV,"{1: {'mean_probability': 0.9724576243871528, 'mean_log_probability': -0.05566755418452323, 'perplexity': 1.0572461482486837, 'min_probability': 0.032546814531087875, 'chars': 1613, 'words': 207}, 2: {'mean_probability': 0.9936483779218461, 'mean_log_probability': -0.009643459135828205, 'perplexity': 1.0096901071165993, 'min_probability': 0.2876669764518738, 'chars': 1588, 'words': 234}, 3: {'mean_probability': 0.9905883938394833, 'mean_log_probability': -0.01829271732124477, 'perplexity': 1.0184610539529377, 'min_probability': 0.056727085262537, 'chars': 942, 'words': 137}}"
TCGA-AP-A1E0,"{1: {'mean_probability': 0.9558268915546736, 'mean_log_probability': -0.0926243526862107, 'perplexity': 1.0970495541374563, 'min_probability': 0.030826954171061516, 'chars': 1652, 'words': 202}, 2: {'mean_probability': 0.9919812916978005, 'mean_log_probability': -0.014393124969966035, 'perplexity': 1.014497204738035, 'min_probability': 0.07326182723045349, 'chars': 1255, 'words': 171}, 3: {'mean_probability': 0.9874573098646627, 'mean_log_probability': -0.019453988103049356, 'perplexity': 1.01964445000594, 'min_probability': 0.1915183961391449, 'chars': 666, 'words': 98}}"
TCGA-AP-A1E1,"{1: {'mean_probability': 0.9628271298441926, 'mean_log_probability': -0.06552605501856634, 'perplexity': 1.067720556430004, 'min_probability': 0.042701613157987595, 'chars': 1657, 'words': 207}, 2: {'mean_probability': 0.990768560277882, 'mean_log_probability': -0.010787575778923399, 'perplexity': 1.0108459714682552, 'min_probability': 0.5908326506614685, 'chars': 392, 'words': 63}}"
TCGA-AP-A1E3,"{1: {'mean_probability': 0.9508056581366163, 'mean_log_probability': -0.08658167438448545, 'perplexity': 1.090440425131416, 'min_probability': 0.05559875816106796, 'chars': 1441, 'words': 188}, 2: {'mean_probability': 0.9795180935914635, 'mean_log_probability': -0.02978127652225548, 'perplexity': 1.0302291740008476, 'min_probability': 0.24836190044879913, 'chars': 962, 'words': 127}, 3: {'mean_probability': 0.988520996973795, 'mean_log_probability': -0.015173293186205227, 'perplexity': 1.0152889920361161, 'min_probability': 0.46201977133750916, 'chars': 257, 'words': 38}, 4: {'mean_probability': 0.934474211796874, 'mean_log_probability': -0.1460564616892126, 'perplexity': 1.1572615271468845, 'min_probability': 0.05558424070477486, 'chars': 340, 'words': 38}}"
TCGA-AP-A1E4,"{1: {'mean_probability': 0.9671482337738878, 'mean_log_probability': -0.06198001809552657, 'perplexity': 1.063941084946504, 'min_probability': 0.029129017144441605, 'chars': 1409, 'words': 173}, 2: {'mean_probability': 0.9944262840808966, 'mean_log_probability': -0.006468875214878376, 'perplexity': 1.0064898435776746, 'min_probability': 0.6538236141204834, 'chars': 607, 'words': 88}}"
TCGA-AW-A1PO,"{1: {'mean_probability': 0.7836316555061831, 'mean_log_probability': -0.49362019587286676, 'perplexity': 1.6382362337372545, 'min_probability': 0.011391811072826385, 'chars': 2032, 'words': 166}}"
TCGA-AX-A05S,"{1: {'mean_probability': 0.946883945896207, 'mean_log_probability': -0.10479157655605278, 'perplexity': 1.110479136348209, 'min_probability': 0.02976474165916443, 'chars': 1985, 'words': 248}, 2: {'mean_probability': 0.9892918021385846, 'mean_log_probability': -0.017177250690418307, 'perplexity': 1.0173256280150607, 'min_probability': 0.06765274703502655, 'chars': 2301, 'words': 341}, 3: {'mean_probability': 0.9956823034773743, 'mean_log_probability': -0.006565742724874727, 'perplexity': 1.0065873444649165, 'min_probability': 0.2070363312959671, 'chars': 4285, 'words': 759}, 4: {'mean_probability': 0.8867984220868986, 'mean_log_probability': -0.23212943744447137, 'perplexity': 1.26128297550809, 'min_probability': 0.012496968731284142, 'chars': 1646, 'words': 251}}"
TCGA-AX-A05T,"{1: {'mean_probability': 0.9353215978505086, 'mean_log_probability': -0.1260032989054797, 'perplexity': 1.1342859101788576, 'min_probability': 0.025998402386903763, 'chars': 1631, 'words': 234}, 2: {'mean_probability': 0.9920517035951353, 'mean_log_probability': -0.01295212289915949, 'perplexity': 1.013036364954541, 'min_probability': 0.09831951558589935, 'chars': 1124, 'words': 158}, 3: {'mean_probability': 0.9970685356463435, 'mean_log_probability': -0.0036114857317958806, 'perplexity': 1.0036180150041498, 'min_probability': 0.46506860852241516, 'chars': 1451, 'words': 217}, 4: {'mean_probability': 0.9958335421382278, 'mean_log_probability': -0.007228124850109386, 'perplexity': 1.00725431079828, 'min_probability': 0.18837162852287292, 'chars': 2830, 'words': 484}, 5: {'mean_probability': 0.9932997565095624, 'mean_log_probability': -0.011955067528639443, 'perplexity': 1.0120268149785783, 'min_probability': 0.1255047619342804, 'chars': 1349, 'words': 202}}"
